Geracao;Iteracao_1;Iteracao_2;Iteracao_3;Iteracao_4;Iteracao_5;Iteracao_6;Iteracao_7;Iteracao_8;Iteracao_9;Iteracao_10;Iteracao_11;Iteracao_12;Iteracao_13;Iteracao_14;Iteracao_15;Iteracao_16;Iteracao_17;Iteracao_18;Iteracao_19;Iteracao_20;Iteracao_21;Iteracao_22;Iteracao_23;Iteracao_24;Iteracao_25;Iteracao_26;Iteracao_27;Iteracao_28;Iteracao_29;Iteracao_30
459;7063;7439;7345;7155;7664;7085;7601;7007;7067;6903;7500;7133;7583;7472;7120;7170;5986;8279;7498;7003;7206;8040;7313;7887;6422;6265;8174;7346;6902;6871
460;7063;7439;7340;7005;7664;7085;7601;6887;7067;6903;7500;7133;7283;7322;7120;7170;5986;8279;7498;7003;7206;8040;7313;7657;6422;6265;8174;7346;6902;6856
461;7048;7432;7340;7005;7664;7085;7601;6887;7067;6603;7500;7133;7283;7322;7100;7170;5836;8139;7498;7003;7206;8040;7313;7657;6422;6265;8174;7216;6902;6856
462;7048;7424;7340;7005;7664;7085;7601;6737;7067;6603;7500;7133;7283;7322;7100;7110;5836;8139;7498;7003;7206;8040;7313;7657;6422;6265;8174;7216;6902;6856
463;7048;7274;7340;7005;7664;7085;7601;6737;7067;6603;7500;7133;7283;7322;7100;7110;5836;8139;7493;7003;7206;8040;7313;7657;6422;6265;8174;7216;6902;6856
464;7028;7274;7174;7005;7514;7085;7601;6737;7067;6603;7500;7133;7283;7322;7100;6960;5821;8139;7493;7003;7206;8040;7313;7657;6422;6265;8174;7216;6902;6856
465;7028;7274;7174;7005;7514;7085;7601;6737;7067;6603;7480;7133;7283;7322;7100;6960;5821;8139;7493;7003;7206;8040;7313;7657;6422;6265;8159;7216;6895;6856
466;7028;7274;7174;7005;7514;7085;7512;6737;7067;6603;7480;6983;7283;7322;7100;6960;5821;8139;7493;7003;7206;8040;7313;7657;6422;6265;8159;7216;6895;6856
467;6728;7124;7174;7005;7514;7085;7512;6737;7067;6603;7480;6983;7283;7322;7090;6960;5821;8139;7493;7003;7206;8040;7313;7507;6422;6250;8159;7216;6895;6856
468;6728;7124;7174;7005;7514;7070;7512;6737;7052;6603;7480;6983;7283;7322;7090;6960;5821;8139;7493;7003;7206;8040;7313;7507;6422;6250;8144;7216;6895;6856
469;6728;7084;7174;7005;7514;7070;7512;6737;6932;6603;7480;6983;7283;7322;6965;6810;5821;8139;7493;7003;7206;8040;7313;7507;6422;6220;8144;7201;6895;6856
470;6728;7084;7174;7005;7514;7070;7496;6737;6932;6603;7475;6983;7283;7322;6965;6810;5821;8139;7493;7003;7206;8040;7313;7497;6122;6220;8144;7201;6895;6856
471;6728;7084;6859;7005;7514;7037;7166;6737;6932;6603;7175;6983;7283;7322;6965;6810;5821;8139;7493;7003;7206;7940;7313;7497;6122;6220;8144;7201;6895;6856
472;6728;7084;6859;7005;7364;7037;7166;6737;6932;6598;7175;6983;7283;7322;6965;6810;5671;8139;7493;7003;7206;7940;7313;7497;6122;6220;8144;7201;6895;6706
473;6728;7079;6859;7005;7364;7037;7166;6642;6932;6598;7175;6983;7283;7322;6815;6810;5671;8139;7493;7003;7206;7940;7313;7497;6122;6220;8144;7201;6895;6706
474;6728;7079;6859;7005;7364;6722;7166;6642;6932;6598;7175;6983;7283;7322;6815;6810;5661;8139;7468;7003;7206;7940;7313;7497;6122;6220;8144;7201;6895;6706
475;6728;7079;6859;7005;7364;6722;7166;6517;6932;6598;7175;6983;7283;7322;6790;6810;5661;8139;7468;7003;7206;7940;7313;7497;5997;6220;8144;7066;6885;6706
476;6728;7079;6859;7005;7364;6576;7166;6517;6932;6598;7175;6983;7283;7322;6790;6810;5661;8004;7468;7003;7206;7940;7313;7497;5997;6220;8144;7066;6450;6626
477;6728;7079;6859;7005;7364;6576;7166;6517;6932;6598;7175;6983;7283;7322;6790;6810;5661;8004;7468;6938;7206;7940;7313;7497;5997;6220;8144;7066;6450;6626
478;6728;7079;6859;7005;7364;6471;7166;6367;6932;6598;7175;6983;7283;7322;6790;6810;5661;7989;7468;6938;7206;7940;7313;7497;5987;6220;8144;7066;6450;6626
479;6728;6929;6859;7005;7364;6471;7166;6367;6932;6598;7175;6983;7283;7322;6790;6660;5661;7989;7468;6868;7206;7940;7313;7497;5987;6220;8144;7066;6428;6521
480;6728;6929;6859;7005;7364;6471;7166;6367;6932;6598;7025;6983;7283;7322;6790;6660;5661;7989;7343;6868;7206;7940;7313;7497;5987;6220;8144;7066;6428;6521
481;6728;6929;6859;7005;7364;6471;7166;6367;6932;6598;7025;6983;7283;7320;6790;6660;5661;7989;7343;6858;7206;7940;7313;7197;5987;6070;8144;7066;6428;6521
482;6728;6929;6859;7005;7364;6471;7166;6367;6932;6598;7025;6983;7283;7320;6640;6660;5661;7989;7343;6858;7206;7940;7313;7197;5987;6070;8144;7066;6428;6521
483;6728;6929;6859;7005;7364;6471;7166;6367;6932;6598;7025;6983;7283;7320;6640;6660;5661;7689;7343;6858;7206;7240;7313;7197;5987;6070;8144;7066;6428;6511
484;6728;6929;6859;7005;7364;6471;7166;6367;6932;6598;7025;6983;7283;7320;6640;6660;5661;7689;7343;6858;7126;7240;7313;7197;5987;6070;8144;7051;6428;6511
485;6728;6629;6859;7005;7364;6471;7166;6367;6932;6598;7025;6963;7133;7320;6640;6660;5661;7689;7343;6858;7126;7240;7313;7197;5987;5905;8144;7051;6428;6511
486;6728;6629;6859;7005;7364;6471;7026;6367;6912;6598;7025;6963;7133;7320;6640;6660;5661;7689;7343;6858;6826;7240;7313;7197;5987;5755;8144;7051;6428;6511
487;6728;6629;6854;7005;7064;6471;7026;6367;6912;6588;7025;6963;7133;7320;6640;6660;5661;7646;7343;6858;6826;7240;7313;7197;5987;5755;8144;7051;6428;6511
488;6728;6629;6854;6885;7064;6471;7026;6367;6912;6588;7025;6963;7133;7320;6640;6660;5661;7646;7343;6858;6826;7240;7163;7197;5857;5753;8144;7051;6428;6511
489;6728;6629;6764;6885;7064;6471;7026;6367;6912;6453;7025;6963;7133;7309;6640;6660;5661;7646;7343;6858;6826;7090;7163;7197;5857;5753;8144;7032;6428;6511
490;6728;6629;6764;6885;7034;6471;7006;6367;6912;6448;7025;6963;7133;7309;6640;6530;5661;7646;7318;6736;6826;7090;7163;7197;5857;5753;8144;7032;6428;6491
491;6728;6629;6764;6885;7034;6461;7006;6252;6857;6448;7025;6963;7133;7309;6640;6530;5661;7631;7318;6736;6826;7090;7163;7197;5857;5753;8144;7032;6428;6371
492;6728;6629;6764;6885;7034;6461;7006;6252;6857;6303;7025;6963;7133;7309;6640;6510;5661;7631;7318;6601;6826;7090;7163;7197;5857;5753;8144;7032;6428;6371
493;6728;6629;6749;6885;7034;6461;7006;6252;6857;6303;7025;6963;7133;7309;6640;6510;5661;7231;7318;6601;6826;7090;7138;7197;5857;5753;8144;7032;6428;6371
494;6728;6629;6749;6885;7034;6461;7006;6217;6857;6303;7025;6963;7133;7309;6640;6225;5661;7231;7318;6596;6826;7090;7138;7197;5842;5753;8144;7032;6428;6371
495;6728;6629;6749;6885;7034;6181;7006;6217;6787;6148;7025;6963;7133;7309;6355;6225;5661;7231;7318;6596;6826;7090;6838;7172;5842;5753;8144;7032;6428;6371
496;6728;6629;6749;6885;7034;6181;7006;6217;6787;6148;7025;6963;6833;7309;6355;6225;5661;7231;7318;6596;6826;7090;6838;7047;5842;5753;8144;6867;6428;6371
497;6728;6629;6749;6885;7034;6181;7006;6217;6787;6148;7025;6963;6833;7309;6355;6225;5661;7231;7318;6596;6826;7090;6838;7047;5687;5753;8144;6867;6428;6371
498;6728;6629;6749;6885;7034;6181;7006;6217;6787;6148;7025;6963;6833;7309;6355;6225;5661;7231;7318;6596;6826;7090;6838;7047;5687;5753;8144;6867;6428;6371
499;6728;6629;6749;6885;7034;6181;7006;6217;6787;6148;7025;6963;6833;7309;6355;6225;5661;7231;7318;6596;6826;7090;6838;7047;5687;5753;8144;6852;6428;6371
